Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Browser Name,Device Model,Packet Bin,72.0000,0.1059,0.1574,0.0000,0.0313,0.0563,0.1240,1.0000
Browser Name,Device Model,Global Source IP,44.0000,0.2311,0.2840,0.0092,0.0356,0.1106,0.3438,1.0000
Browser Name,Device Model,Global Destination IP,42.0000,0.1900,0.2341,0.0000,0.0317,0.0755,0.3125,1.0000
Browser Name,Device Model,Is Proxy,48.0000,0.0838,0.1186,0.0027,0.0249,0.0442,0.0787,0.6667
Browser Name,Device Type,Packet Bin,72.0000,0.1059,0.1574,0.0000,0.0313,0.0563,0.1240,1.0000
Browser Name,Device Type,Global Source IP,44.0000,0.2311,0.2840,0.0092,0.0356,0.1106,0.3438,1.0000
Browser Name,Device Type,Global Destination IP,42.0000,0.1900,0.2341,0.0000,0.0317,0.0755,0.3125,1.0000
Browser Name,Device Type,Is Proxy,48.0000,0.0838,0.1186,0.0027,0.0249,0.0442,0.0787,0.6667
Browser Name,Packet Bin,Global Source IP,54.0000,0.2488,0.2954,0.0024,0.0332,0.0742,0.4125,1.0000
Browser Name,Packet Bin,Is Proxy,54.0000,0.0473,0.0288,0.0042,0.0301,0.0410,0.0635,0.1346
Browser Name,Global Source IP,Global Destination IP,27.0000,0.1699,0.1601,0.0155,0.0307,0.1250,0.2710,0.6250
Browser Name,Global Source IP,Is Proxy,36.0000,0.1606,0.1755,0.0000,0.0272,0.0551,0.2924,0.7500
Browser Name,Global Destination IP,Is Proxy,36.0000,0.2074,0.2602,0.0000,0.0250,0.0470,0.4136,1.0000
Browser Version,Browser Minor,Browser Patch Minor,393.0000,0.1662,0.1142,0.0000,0.0800,0.1400,0.2222,0.5455
Browser Version,Browser Minor,OS Name,765.0000,0.1939,0.1203,0.0000,0.1053,0.1739,0.2581,1.0000
Browser Version,Browser Minor,OS Version Minor,1419.0000,0.3905,0.2946,0.0000,0.1500,0.3000,0.6000,1.0000
Browser Version,Browser Minor,OS Version Patch,1490.0000,0.4712,0.3399,0.0000,0.1671,0.4000,0.7143,1.0000
Browser Version,Browser Minor,OS Version Patch Minor,342.0000,0.1648,0.1175,0.0000,0.0770,0.1389,0.2222,0.5455
Browser Version,Browser Minor,Device Brand,657.0000,0.3344,0.3331,0.0000,0.1034,0.1818,0.5000,1.0000
Browser Version,Browser Minor,Device Model,922.0000,0.3487,0.3029,0.0000,0.1220,0.2317,0.5000,1.0000
Browser Version,Browser Minor,Device Type,922.0000,0.3487,0.3029,0.0000,0.1220,0.2317,0.5000,1.0000
Browser Version,Browser Minor,Packet Bin,1022.0000,0.2980,0.2230,0.0000,0.1364,0.2500,0.4000,1.0000
Browser Version,Browser Minor,Global Source IP,424.0000,0.2977,0.3089,0.0000,0.0887,0.1757,0.3579,1.0000
Browser Version,Browser Minor,Global Destination IP,422.0000,0.2904,0.3103,0.0000,0.0878,0.1723,0.3333,1.0000
Browser Version,Browser Minor,Is Proxy,682.0000,0.2331,0.1716,0.0000,0.1099,0.2000,0.3158,1.0000
Browser Version,Browser Patch Minor,OS Name,370.0000,0.1642,0.0978,0.0000,0.0860,0.1511,0.2333,0.4643
Browser Version,Browser Patch Minor,OS Version,1740.0000,0.5018,0.3354,0.0000,0.2222,0.5000,0.7500,1.0000
Browser Version,Browser Patch Minor,OS Version Minor,1225.0000,0.4423,0.3025,0.0000,0.2000,0.4000,0.6667,1.0000
Browser Version,Browser Patch Minor,OS Version Patch,1069.0000,0.4495,0.3187,0.0000,0.1875,0.3750,0.6667,1.0000
Browser Version,Browser Patch Minor,OS Version Patch Minor,117.0000,0.1167,0.0933,0.0000,0.0497,0.0861,0.1538,0.4615
Browser Version,Browser Patch Minor,Device Brand,255.0000,0.1461,0.1159,0.0063,0.0771,0.1250,0.1890,1.0000
Browser Version,Browser Patch Minor,Device Model,491.0000,0.2683,0.2340,0.0000,0.1111,0.1944,0.3333,1.0000
Browser Version,Browser Patch Minor,Device Type,491.0000,0.2683,0.2340,0.0000,0.1111,0.1944,0.3333,1.0000
Browser Version,Browser Patch Minor,Packet Bin,350.0000,0.2483,0.2179,0.0000,0.0931,0.1830,0.3333,1.0000
Browser Version,Browser Patch Minor,Global Source IP,169.0000,0.3348,0.3711,0.0063,0.0672,0.1447,0.5000,1.0000
Browser Version,Browser Patch Minor,Global Destination IP,166.0000,0.3179,0.3642,0.0000,0.0651,0.1396,0.4574,1.0000
Browser Version,Browser Patch Minor,Is Proxy,234.0000,0.1688,0.1344,0.0000,0.0769,0.1243,0.2222,0.6429
Browser Version,OS Name,OS Version,1840.0000,0.5165,0.3368,0.0000,0.2308,0.5000,0.8000,1.0000
Browser Version,OS Name,OS Version Minor,1294.0000,0.4363,0.3048,0.0000,0.2000,0.3750,0.6667,1.0000
Browser Version,OS Name,OS Version Patch,1633.0000,0.5052,0.3214,0.0000,0.2333,0.5000,0.7500,1.0000
Browser Version,OS Name,OS Version Patch Minor,304.0000,0.1497,0.0918,0.0000,0.0769,0.1333,0.2008,0.4643
Browser Version,OS Name,Device Brand,370.0000,0.2255,0.2317,0.0000,0.0955,0.1579,0.2500,1.0000
Browser Version,OS Name,Device Model,489.0000,0.2593,0.2341,0.0000,0.1053,0.1860,0.3333,1.0000
Browser Version,OS Name,Device Type,489.0000,0.2593,0.2341,0.0000,0.1053,0.1860,0.3333,1.0000
Browser Version,OS Name,Packet Bin,911.0000,0.2927,0.1916,0.0000,0.1429,0.2581,0.4000,1.0000
Browser Version,OS Name,Global Source IP,373.0000,0.2787,0.3077,0.0000,0.0870,0.1600,0.2903,1.0000
Browser Version,OS Name,Global Destination IP,373.0000,0.2704,0.2949,0.0000,0.0870,0.1600,0.2812,1.0000
Browser Version,OS Name,Is Proxy,608.0000,0.2127,0.1300,0.0000,0.1111,0.1875,0.3000,0.7143
Browser Version,OS Version,OS Version Patch Minor,1300.0000,0.4254,0.3150,0.0000,0.1818,0.3333,0.6667,1.0000
Browser Version,OS Version,Device Brand,1808.0000,0.5222,0.3398,0.0000,0.2308,0.5000,0.8333,1.0000
Browser Version,OS Version,Global Source IP,1411.0000,0.4623,0.3340,0.0000,0.1927,0.4000,0.6667,1.0000
Browser Version,OS Version,Global Destination IP,1407.0000,0.4619,0.3330,0.0000,0.2000,0.4000,0.6667,1.0000
Browser Version,OS Version Minor,OS Version Patch Minor,878.0000,0.3772,0.2781,0.0000,0.1590,0.3000,0.5150,1.0000
Browser Version,OS Version Minor,Device Brand,1253.0000,0.4398,0.3043,0.0000,0.2000,0.3846,0.6667,1.0000
Browser Version,OS Version Minor,Device Model,1569.0000,0.4852,0.3139,0.0000,0.2308,0.5000,0.6667,1.0000
Browser Version,OS Version Minor,Device Type,1569.0000,0.4852,0.3139,0.0000,0.2308,0.5000,0.6667,1.0000
Browser Version,OS Version Minor,Global Source IP,961.0000,0.4235,0.3115,0.0000,0.1833,0.3333,0.6667,1.0000
Browser Version,OS Version Minor,Global Destination IP,959.0000,0.4190,0.3082,0.0000,0.1773,0.3333,0.6667,1.0000
Browser Version,OS Version Minor,Is Proxy,1658.0000,0.5129,0.3324,0.0000,0.2222,0.5000,0.7500,1.0000
Browser Version,OS Version Patch,OS Version Patch Minor,700.0000,0.3516,0.2759,0.0000,0.1429,0.2727,0.5000,1.0000
Browser Version,OS Version Patch,Device Brand,1237.0000,0.4642,0.3172,0.0000,0.2000,0.4000,0.6667,1.0000
Browser Version,OS Version Patch,Global Source IP,776.0000,0.4050,0.3150,0.0000,0.1529,0.3077,0.6000,1.0000
Browser Version,OS Version Patch,Global Destination IP,776.0000,0.4035,0.3165,0.0000,0.1468,0.3077,0.6000,1.0000
Browser Version,OS Version Patch,Is Proxy,1333.0000,0.4650,0.3209,0.0000,0.2000,0.4000,0.6667,1.0000
Browser Version,OS Version Patch Minor,Device Brand,195.0000,0.1268,0.1140,0.0063,0.0686,0.1111,0.1515,1.0000
Browser Version,OS Version Patch Minor,Device Model,371.0000,0.2163,0.1825,0.0000,0.0973,0.1587,0.2857,1.0000
Browser Version,OS Version Patch Minor,Device Type,371.0000,0.2163,0.1825,0.0000,0.0973,0.1587,0.2857,1.0000
Browser Version,OS Version Patch Minor,Packet Bin,197.0000,0.1428,0.1205,0.0097,0.0612,0.1163,0.1842,0.6667
Browser Version,OS Version Patch Minor,Global Source IP,110.0000,0.3415,0.3823,0.0107,0.0490,0.1107,0.5000,1.0000
Browser Version,OS Version Patch Minor,Global Destination IP,108.0000,0.3163,0.3753,0.0000,0.0453,0.0982,0.5000,1.0000
Browser Version,OS Version Patch Minor,Is Proxy,132.0000,0.1050,0.0913,0.0000,0.0544,0.0849,0.1236,0.6000
Browser Version,Device Brand,Device Model,371.0000,0.2163,0.1825,0.0000,0.0973,0.1587,0.2857,1.0000
Browser Version,Device Brand,Device Type,371.0000,0.2163,0.1825,0.0000,0.0973,0.1587,0.2857,1.0000
Browser Version,Device Brand,Packet Bin,580.0000,0.2300,0.1662,0.0000,0.1111,0.2000,0.3077,1.0000
Browser Version,Device Brand,Global Source IP,259.0000,0.3087,0.3607,0.0000,0.0833,0.1304,0.3129,1.0000
Browser Version,Device Brand,Global Destination IP,257.0000,0.2911,0.3420,0.0000,0.0808,0.1304,0.3000,1.0000
Browser Version,Device Brand,Is Proxy,388.0000,0.1731,0.1265,0.0000,0.0964,0.1429,0.2222,1.0000
Browser Version,Device Model,Device Type,371.0000,0.2163,0.1825,0.0000,0.0973,0.1587,0.2857,1.0000
Browser Version,Device Model,Packet Bin,1071.0000,0.3682,0.2704,0.0000,0.1667,0.3030,0.5000,1.0000
Browser Version,Device Model,Global Source IP,442.0000,0.3226,0.3118,0.0000,0.1091,0.1890,0.4167,1.0000
Browser Version,Device Model,Global Destination IP,441.0000,0.3169,0.3041,0.0000,0.1091,0.1889,0.4091,1.0000
Browser Version,Device Model,Is Proxy,732.0000,0.2973,0.2383,0.0000,0.1290,0.2367,0.4000,1.0000
Browser Version,Device Type,Packet Bin,1071.0000,0.3682,0.2704,0.0000,0.1667,0.3030,0.5000,1.0000
Browser Version,Device Type,Global Source IP,442.0000,0.3226,0.3118,0.0000,0.1091,0.1890,0.4167,1.0000
Browser Version,Device Type,Global Destination IP,441.0000,0.3169,0.3041,0.0000,0.1091,0.1889,0.4091,1.0000
Browser Version,Device Type,Is Proxy,732.0000,0.2973,0.2383,0.0000,0.1290,0.2367,0.4000,1.0000
Browser Version,Packet Bin,Global Source IP,268.0000,0.3248,0.3488,0.0097,0.0809,0.1625,0.5000,1.0000
Browser Version,Packet Bin,Global Destination IP,262.0000,0.3043,0.3321,0.0000,0.0771,0.1552,0.4000,1.0000
Browser Version,Packet Bin,Is Proxy,394.0000,0.1911,0.1716,0.0000,0.0861,0.1491,0.2437,1.0000
Browser Version,Global Source IP,Is Proxy,195.0000,0.3290,0.3785,0.0000,0.0737,0.1154,0.5000,1.0000
Browser Version,Global Destination IP,Is Proxy,192.0000,0.3136,0.3676,0.0000,0.0699,0.1152,0.5000,1.0000
Browser Minor,Browser Patch,Browser Patch Minor,226.0000,0.1075,0.0624,0.0000,0.0597,0.1033,0.1466,0.3548
Browser Minor,Browser Patch,OS Name,772.0000,0.2182,0.1339,0.0000,0.1127,0.2000,0.3000,0.7857
Browser Minor,Browser Patch,OS Version Minor,1674.0000,0.5076,0.3345,0.0000,0.2121,0.5000,0.7500,1.0000
Browser Minor,Browser Patch,OS Version Patch,1490.0000,0.4645,0.3228,0.0000,0.1931,0.4330,0.6667,1.0000
Browser Minor,Browser Patch,OS Version Patch Minor,226.0000,0.1075,0.0624,0.0000,0.0597,0.1033,0.1466,0.3548
Browser Minor,Browser Patch,Device Brand,601.0000,0.2816,0.2620,0.0000,0.1053,0.2000,0.3333,1.0000
Browser Minor,Browser Patch,Device Model,906.0000,0.3426,0.2782,0.0000,0.1338,0.2500,0.5000,1.0000
Browser Minor,Browser Patch,Device Type,906.0000,0.3426,0.2782,0.0000,0.1338,0.2500,0.5000,1.0000
Browser Minor,Browser Patch,Packet Bin,678.0000,0.1923,0.1167,0.0000,0.1053,0.1739,0.2632,0.6471
Browser Minor,Browser Patch,Global Source IP,303.0000,0.3018,0.3585,0.0000,0.0719,0.1273,0.2712,1.0000
Browser Minor,Browser Patch,Global Destination IP,304.0000,0.3137,0.3731,0.0000,0.0688,0.1277,0.2976,1.0000
Browser Minor,Browser Patch,Is Proxy,452.0000,0.1506,0.0805,0.0000,0.0909,0.1376,0.2000,0.4444
Browser Minor,Browser Patch Minor,OS Name,209.0000,0.1402,0.1000,0.0000,0.0667,0.1250,0.1837,0.7857
Browser Minor,Browser Patch Minor,OS Version,1217.0000,0.4639,0.3084,0.0000,0.2000,0.5000,0.6667,1.0000
Browser Minor,Browser Patch Minor,OS Version Minor,182.0000,0.1072,0.0741,0.0000,0.0507,0.0976,0.1429,0.4545
Browser Minor,Browser Patch Minor,OS Version Patch,194.0000,0.1283,0.1149,0.0000,0.0547,0.1008,0.1648,1.0000
Browser Minor,Browser Patch Minor,OS Version Patch Minor,102.0000,0.0989,0.0628,0.0000,0.0472,0.0899,0.1429,0.2821
Browser Minor,Browser Patch Minor,Device Brand,229.0000,0.3724,0.3471,0.0000,0.0833,0.2360,0.6667,1.0000
Browser Minor,Browser Patch Minor,Device Model,248.0000,0.3519,0.3414,0.0000,0.0798,0.2000,0.5000,1.0000
Browser Minor,Browser Patch Minor,Device Type,248.0000,0.3519,0.3414,0.0000,0.0798,0.2000,0.5000,1.0000
Browser Minor,Browser Patch Minor,Packet Bin,306.0000,0.1864,0.1117,0.0000,0.1020,0.1667,0.2609,0.6000
Browser Minor,Browser Patch Minor,Global Source IP,136.0000,0.2793,0.3501,0.0000,0.0647,0.1212,0.2332,1.0000
Browser Minor,Browser Patch Minor,Global Destination IP,138.0000,0.3050,0.3805,0.0000,0.0601,0.1282,0.2320,1.0000
Browser Minor,Browser Patch Minor,Is Proxy,204.0000,0.1392,0.0790,0.0051,0.0789,0.1279,0.1847,0.3810
Browser Minor,OS Name,OS Version,1215.0000,0.4642,0.3083,0.0000,0.2023,0.5000,0.6667,1.0000
Browser Minor,OS Name,OS Version Minor,270.0000,0.1399,0.0970,0.0000,0.0742,0.1237,0.1818,0.7857
Browser Minor,OS Name,OS Version Patch,318.0000,0.1573,0.1181,0.0000,0.0761,0.1327,0.2128,1.0000
Browser Minor,OS Name,OS Version Patch Minor,204.0000,0.1427,0.0999,0.0000,0.0742,0.1266,0.1843,0.7857
Browser Minor,OS Name,Device Brand,331.0000,0.3378,0.3205,0.0000,0.1099,0.2045,0.5000,1.0000
Browser Minor,OS Name,Device Model,343.0000,0.3296,0.3181,0.0000,0.1074,0.2000,0.5000,1.0000
Browser Minor,OS Name,Device Type,343.0000,0.3296,0.3181,0.0000,0.1074,0.2000,0.5000,1.0000
Browser Minor,OS Name,Packet Bin,612.0000,0.2554,0.1726,0.0000,0.1250,0.2222,0.3636,1.0000
Browser Minor,OS Name,Global Source IP,251.0000,0.2699,0.3131,0.0000,0.0796,0.1458,0.2739,1.0000
Browser Minor,OS Name,Global Destination IP,249.0000,0.2691,0.3098,0.0000,0.0816,0.1458,0.2750,1.0000
Browser Minor,OS Name,Is Proxy,408.0000,0.2020,0.1276,0.0000,0.1111,0.1875,0.2727,1.0000
Browser Minor,OS Version,OS Version Minor,1254.0000,0.4532,0.3099,0.0000,0.2000,0.4286,0.6667,1.0000
Browser Minor,OS Version,OS Version Patch,1289.0000,0.4484,0.3086,0.0000,0.2000,0.4000,0.6667,1.0000
Browser Minor,OS Version,OS Version Patch Minor,1195.0000,0.4701,0.3073,0.0000,0.2222,0.5000,0.6667,1.0000
Browser Minor,OS Version,Device Brand,1255.0000,0.4819,0.3157,0.0000,0.2234,0.5000,0.6667,1.0000
Browser Minor,OS Version,Device Model,1351.0000,0.4759,0.3114,0.0000,0.2222,0.5000,0.6667,1.0000
Browser Minor,OS Version,Device Type,1351.0000,0.4759,0.3114,0.0000,0.2222,0.5000,0.6667,1.0000
Browser Minor,OS Version,Global Source IP,1264.0000,0.4892,0.3176,0.0000,0.2500,0.5000,0.6667,1.0000
Browser Minor,OS Version,Global Destination IP,1259.0000,0.4854,0.3146,0.0000,0.2500,0.5000,0.6667,1.0000
Browser Minor,OS Version Minor,OS Version Patch,549.0000,0.2581,0.2101,0.0000,0.1100,0.2000,0.3333,1.0000
Browser Minor,OS Version Minor,OS Version Patch Minor,168.0000,0.1109,0.0755,0.0000,0.0538,0.1000,0.1477,0.4545
Browser Minor,OS Version Minor,Device Brand,303.0000,0.3287,0.3291,0.0000,0.0819,0.1714,0.5000,1.0000
Browser Minor,OS Version Minor,Device Model,349.0000,0.3234,0.3158,0.0000,0.0928,0.1935,0.5000,1.0000
Browser Minor,OS Version Minor,Device Type,349.0000,0.3234,0.3158,0.0000,0.0928,0.1935,0.5000,1.0000
Browser Minor,OS Version Minor,Packet Bin,502.0000,0.2106,0.1527,0.0000,0.1028,0.1765,0.2794,1.0000
Browser Minor,OS Version Minor,Global Source IP,226.0000,0.2832,0.3458,0.0000,0.0693,0.1273,0.2721,1.0000
Browser Minor,OS Version Minor,Global Destination IP,223.0000,0.2937,0.3559,0.0000,0.0714,0.1284,0.2727,1.0000
Browser Minor,OS Version Minor,Is Proxy,336.0000,0.1600,0.1102,0.0040,0.0789,0.1376,0.2222,0.8000
Browser Minor,OS Version Patch,OS Version Patch Minor,183.0000,0.1314,0.1173,0.0000,0.0547,0.1038,0.1667,1.0000
Browser Minor,OS Version Patch,Device Brand,325.0000,0.3344,0.3254,0.0000,0.0833,0.1974,0.5000,1.0000
Browser Minor,OS Version Patch,Device Model,441.0000,0.3399,0.3078,0.0000,0.0992,0.2308,0.5000,1.0000
Browser Minor,OS Version Patch,Device Type,441.0000,0.3399,0.3078,0.0000,0.0992,0.2308,0.5000,1.0000
Browser Minor,OS Version Patch,Packet Bin,544.0000,0.2478,0.2011,0.0000,0.1149,0.1950,0.3164,1.0000
Browser Minor,OS Version Patch,Global Source IP,237.0000,0.2886,0.3345,0.0000,0.0714,0.1395,0.3077,1.0000
Browser Minor,OS Version Patch,Global Destination IP,236.0000,0.2903,0.3453,0.0000,0.0678,0.1383,0.2967,1.0000
Browser Minor,OS Version Patch,Is Proxy,366.0000,0.1864,0.1482,0.0000,0.0838,0.1530,0.2500,1.0000
Browser Minor,OS Version Patch Minor,Device Brand,226.0000,0.3772,0.3469,0.0000,0.0894,0.2485,0.6667,1.0000
Browser Minor,OS Version Patch Minor,Device Model,242.0000,0.3589,0.3426,0.0000,0.0849,0.2000,0.5000,1.0000
Browser Minor,OS Version Patch Minor,Device Type,242.0000,0.3589,0.3426,0.0000,0.0849,0.2000,0.5000,1.0000
Browser Minor,OS Version Patch Minor,Packet Bin,303.0000,0.1880,0.1111,0.0000,0.1053,0.1667,0.2620,0.6000
Browser Minor,OS Version Patch Minor,Global Source IP,134.0000,0.2819,0.3520,0.0000,0.0654,0.1202,0.2346,1.0000
Browser Minor,OS Version Patch Minor,Global Destination IP,136.0000,0.3078,0.3825,0.0000,0.0595,0.1235,0.2383,1.0000
Browser Minor,OS Version Patch Minor,Is Proxy,202.0000,0.1404,0.0785,0.0036,0.0811,0.1282,0.1856,0.3810
Browser Minor,Device Brand,Device Model,242.0000,0.3589,0.3426,0.0000,0.0849,0.2000,0.5000,1.0000
Browser Minor,Device Brand,Device Type,242.0000,0.3589,0.3426,0.0000,0.0849,0.2000,0.5000,1.0000
Browser Minor,Device Brand,Global Source IP,265.0000,0.4393,0.3752,0.0000,0.0980,0.2500,0.8333,1.0000
Browser Minor,Device Model,Device Type,242.0000,0.3589,0.3426,0.0000,0.0849,0.2000,0.5000,1.0000
Browser Minor,Device Model,Packet Bin,589.0000,0.4211,0.3612,0.0000,0.1296,0.2632,0.6667,1.0000
Browser Minor,Device Model,Global Source IP,289.0000,0.4252,0.3728,0.0000,0.0978,0.2500,0.7500,1.0000
Browser Minor,Device Model,Is Proxy,436.0000,0.4143,0.3749,0.0000,0.1106,0.2309,0.8125,1.0000
Browser Minor,Device Type,Packet Bin,589.0000,0.4211,0.3612,0.0000,0.1296,0.2632,0.6667,1.0000
Browser Minor,Device Type,Global Source IP,289.0000,0.4252,0.3728,0.0000,0.0978,0.2500,0.7500,1.0000
Browser Minor,Device Type,Is Proxy,436.0000,0.4143,0.3749,0.0000,0.1106,0.2309,0.8125,1.0000
Browser Minor,Packet Bin,Global Source IP,346.0000,0.2722,0.2658,0.0000,0.1093,0.1875,0.2951,1.0000
Browser Minor,Packet Bin,Global Destination IP,346.0000,0.2733,0.2667,0.0000,0.1111,0.1868,0.2941,1.0000
Browser Minor,Packet Bin,Is Proxy,606.0000,0.2580,0.1598,0.0000,0.1429,0.2330,0.3333,0.9167
Browser Minor,Global Source IP,Is Proxy,241.0000,0.2502,0.2897,0.0000,0.0882,0.1455,0.2449,1.0000
Browser Minor,Global Destination IP,Is Proxy,242.0000,0.2609,0.3034,0.0032,0.0856,0.1472,0.2418,1.0000
Browser Patch,Browser Patch Minor,OS Name,566.0000,0.2428,0.1367,0.0000,0.1364,0.2222,0.3333,0.7143
Browser Patch,Browser Patch Minor,OS Version Patch,1267.0000,0.5023,0.3190,0.0000,0.2434,0.5000,0.6667,1.0000
Browser Patch,Browser Patch Minor,OS Version Patch Minor,121.0000,0.1123,0.0634,0.0000,0.0625,0.1111,0.1477,0.3548
Browser Patch,Browser Patch Minor,Device Brand,368.0000,0.2205,0.1654,0.0000,0.1111,0.1856,0.2791,1.0000
Browser Patch,Browser Patch Minor,Device Model,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,Browser Patch Minor,Device Type,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,Browser Patch Minor,Packet Bin,363.0000,0.1936,0.1229,0.0000,0.0976,0.1739,0.2649,0.6471
Browser Patch,Browser Patch Minor,Global Source IP,164.0000,0.3114,0.3612,0.0000,0.0735,0.1337,0.3402,1.0000
Browser Patch,Browser Patch Minor,Global Destination IP,165.0000,0.3150,0.3651,0.0094,0.0732,0.1299,0.5000,1.0000
Browser Patch,Browser Patch Minor,Is Proxy,242.0000,0.1573,0.0833,0.0000,0.1000,0.1414,0.2105,0.4444
Browser Patch,OS Name,OS Version Patch Minor,566.0000,0.2428,0.1367,0.0000,0.1364,0.2222,0.3333,0.7143
Browser Patch,OS Name,Device Brand,668.0000,0.3233,0.2591,0.0000,0.1429,0.2500,0.4000,1.0000
Browser Patch,OS Name,Device Model,860.0000,0.3776,0.2807,0.0000,0.1667,0.3000,0.5000,1.0000
Browser Patch,OS Name,Device Type,860.0000,0.3776,0.2807,0.0000,0.1667,0.3000,0.5000,1.0000
Browser Patch,OS Name,Packet Bin,1676.0000,0.4449,0.2733,0.0000,0.2500,0.4000,0.6667,1.0000
Browser Patch,OS Name,Global Source IP,621.0000,0.2980,0.2360,0.0000,0.1429,0.2400,0.3750,1.0000
Browser Patch,OS Name,Global Destination IP,624.0000,0.3015,0.2399,0.0000,0.1429,0.2500,0.3750,1.0000
Browser Patch,OS Name,Is Proxy,1132.0000,0.3425,0.1989,0.0000,0.2000,0.3333,0.4615,1.0000
Browser Patch,OS Version Patch,OS Version Patch Minor,1267.0000,0.5023,0.3190,0.0000,0.2434,0.5000,0.6667,1.0000
Browser Patch,OS Version Patch,Global Source IP,1328.0000,0.5216,0.3266,0.0000,0.2500,0.5000,0.7500,1.0000
Browser Patch,OS Version Patch,Global Destination IP,1333.0000,0.5253,0.3287,0.0000,0.2500,0.5000,0.7500,1.0000
Browser Patch,OS Version Patch Minor,Device Brand,368.0000,0.2205,0.1654,0.0000,0.1111,0.1856,0.2791,1.0000
Browser Patch,OS Version Patch Minor,Device Model,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,OS Version Patch Minor,Device Type,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,OS Version Patch Minor,Packet Bin,363.0000,0.1936,0.1229,0.0000,0.0976,0.1739,0.2649,0.6471
Browser Patch,OS Version Patch Minor,Global Source IP,164.0000,0.3114,0.3612,0.0000,0.0735,0.1337,0.3402,1.0000
Browser Patch,OS Version Patch Minor,Global Destination IP,165.0000,0.3150,0.3651,0.0094,0.0732,0.1299,0.5000,1.0000
Browser Patch,OS Version Patch Minor,Is Proxy,242.0000,0.1573,0.0833,0.0000,0.1000,0.1414,0.2105,0.4444
Browser Patch,Device Brand,Device Model,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,Device Brand,Device Type,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,Device Brand,Packet Bin,1075.0000,0.3663,0.2429,0.0000,0.2000,0.3333,0.5000,1.0000
Browser Patch,Device Brand,Global Source IP,420.0000,0.3039,0.2854,0.0000,0.1176,0.2143,0.3359,1.0000
Browser Patch,Device Brand,Global Destination IP,421.0000,0.3036,0.2838,0.0000,0.1212,0.2143,0.3478,1.0000
Browser Patch,Device Brand,Is Proxy,727.0000,0.2921,0.2025,0.0000,0.1429,0.2500,0.3750,1.0000
Browser Patch,Device Model,Device Type,662.0000,0.3335,0.2509,0.0000,0.1504,0.2679,0.4444,1.0000
Browser Patch,Device Model,Packet Bin,1792.0000,0.5181,0.3192,0.0000,0.2500,0.5000,0.7500,1.0000
Browser Patch,Device Model,Global Source IP,718.0000,0.3740,0.2906,0.0000,0.1579,0.2857,0.5000,1.0000
Browser Patch,Device Model,Global Destination IP,722.0000,0.3800,0.2943,0.0000,0.1667,0.2857,0.5000,1.0000
Browser Patch,Device Model,Is Proxy,1269.0000,0.4478,0.2956,0.0000,0.2174,0.3846,0.6667,1.0000
Browser Patch,Device Type,Packet Bin,1792.0000,0.5181,0.3192,0.0000,0.2500,0.5000,0.7500,1.0000
Browser Patch,Device Type,Global Source IP,718.0000,0.3740,0.2906,0.0000,0.1579,0.2857,0.5000,1.0000
Browser Patch,Device Type,Global Destination IP,722.0000,0.3800,0.2943,0.0000,0.1667,0.2857,0.5000,1.0000
Browser Patch,Device Type,Is Proxy,1269.0000,0.4478,0.2956,0.0000,0.2174,0.3846,0.6667,1.0000
Browser Patch,Packet Bin,Global Source IP,416.0000,0.2846,0.2764,0.0000,0.1111,0.1910,0.3333,1.0000
Browser Patch,Packet Bin,Global Destination IP,416.0000,0.2819,0.2724,0.0000,0.1111,0.1935,0.3333,1.0000
Browser Patch,Packet Bin,Is Proxy,726.0000,0.2783,0.1752,0.0000,0.1429,0.2500,0.3750,1.0000
Browser Patch,Global Source IP,Is Proxy,290.0000,0.2780,0.2971,0.0000,0.1081,0.1750,0.2605,1.0000
Browser Patch,Global Destination IP,Is Proxy,293.0000,0.2860,0.3070,0.0000,0.1081,0.1765,0.2571,1.0000
Browser Patch Minor,OS Name,OS Version,66.0000,0.0840,0.0729,0.0108,0.0325,0.0673,0.1131,0.3714
Browser Patch Minor,OS Name,OS Version Minor,45.0000,0.0669,0.0640,0.0057,0.0236,0.0491,0.0707,0.3043
Browser Patch Minor,OS Name,OS Version Patch,58.0000,0.0786,0.0621,0.0048,0.0371,0.0727,0.0963,0.3667
Browser Patch Minor,OS Name,Global Source IP,20.0000,0.1603,0.1882,0.0059,0.0227,0.0669,0.2492,0.7500
Browser Patch Minor,OS Name,Global Destination IP,20.0000,0.1623,0.2204,0.0000,0.0201,0.0278,0.2125,0.7500
Browser Patch Minor,OS Version,OS Version Minor,101.0000,0.0965,0.0870,0.0060,0.0375,0.0698,0.1182,0.3714
Browser Patch Minor,OS Version,OS Version Patch,118.0000,0.1094,0.0893,0.0048,0.0425,0.0909,0.1542,0.4146
