Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Month,Browser Name,Device Model,279.0000,0.1794,0.2245,0.0000,0.0579,0.1068,0.1832,1.0000
Month,Browser Name,Device Type,279.0000,0.1794,0.2245,0.0000,0.0579,0.1068,0.1832,1.0000
Month,Browser Name,Packet Bin,324.0000,0.1069,0.0703,0.0000,0.0556,0.0906,0.1434,0.4828
Month,Browser Name,Global Source IP,193.0000,0.3711,0.3910,0.0000,0.0501,0.1136,0.6667,1.0000
Month,Browser Name,Global Destination IP,193.0000,0.3791,0.4044,0.0000,0.0469,0.1044,0.8000,1.0000
Month,Browser Name,Is Proxy,216.0000,0.0797,0.0527,0.0000,0.0428,0.0710,0.1041,0.3725
Month,Browser Version,Browser Minor,3701.0000,0.5391,0.3273,0.0000,0.2500,0.5000,0.8000,1.0000
Month,Browser Version,Browser Patch Minor,1321.0000,0.4219,0.3154,0.0000,0.1765,0.3333,0.6000,1.0000
Month,Browser Version,OS Version Patch Minor,778.0000,0.2520,0.2027,0.0000,0.1111,0.2064,0.3158,1.0000
Month,Browser Version,Device Brand,2268.0000,0.4395,0.2804,0.0000,0.2105,0.4000,0.6667,1.0000
Month,Browser Version,Packet Bin,2236.0000,0.4373,0.2947,0.0000,0.2000,0.4000,0.6667,1.0000
Month,Browser Version,Global Source IP,895.0000,0.3365,0.2993,0.0000,0.1263,0.2381,0.4118,1.0000
Month,Browser Version,Global Destination IP,899.0000,0.3367,0.2968,0.0000,0.1333,0.2500,0.4258,1.0000
Month,Browser Version,Is Proxy,1529.0000,0.3448,0.2448,0.0000,0.1477,0.3000,0.5000,1.0000
Month,Browser Minor,Browser Patch,2705.0000,0.3835,0.2224,0.0000,0.2222,0.3333,0.5000,1.0000
Month,Browser Minor,Browser Patch Minor,1219.0000,0.3598,0.2188,0.0000,0.2000,0.3333,0.5000,1.0000
Month,Browser Minor,OS Name,2372.0000,0.5121,0.3042,0.0000,0.2500,0.5000,0.6667,1.0000
Month,Browser Minor,OS Version Minor,1962.0000,0.4085,0.2722,0.0000,0.2000,0.3333,0.6000,1.0000
Month,Browser Minor,OS Version Patch,2042.0000,0.4513,0.2968,0.0000,0.2000,0.4000,0.6667,1.0000
Month,Browser Minor,OS Version Patch Minor,1207.0000,0.3630,0.2175,0.0000,0.2000,0.3333,0.5000,1.0000
Month,Browser Minor,Device Brand,1609.0000,0.4759,0.3146,0.0000,0.2222,0.4000,0.6667,1.0000
Month,Browser Minor,Device Model,1800.0000,0.4685,0.3097,0.0000,0.2222,0.4000,0.6667,1.0000
Month,Browser Minor,Device Type,1800.0000,0.4685,0.3097,0.0000,0.2222,0.4000,0.6667,1.0000
Month,Browser Minor,Global Source IP,1274.0000,0.3894,0.2482,0.0000,0.2000,0.3333,0.5000,1.0000
Month,Browser Minor,Global Destination IP,1267.0000,0.3845,0.2436,0.0000,0.2000,0.3333,0.5000,1.0000
Month,Browser Minor,Is Proxy,2362.0000,0.5332,0.2999,0.0000,0.2500,0.5000,0.7500,1.0000
Month,Browser Patch,Browser Patch Minor,1450.0000,0.3946,0.2283,0.0000,0.2222,0.3750,0.5556,1.0000
Month,Browser Patch,OS Version Patch Minor,1450.0000,0.3946,0.2283,0.0000,0.2222,0.3750,0.5556,1.0000
Month,Browser Patch,Global Source IP,1521.0000,0.4164,0.2503,0.0000,0.2222,0.3750,0.5714,1.0000
Month,Browser Patch,Global Destination IP,1525.0000,0.4198,0.2522,0.0000,0.2222,0.3846,0.5833,1.0000
Month,Browser Patch,Is Proxy,2804.0000,0.5713,0.3038,0.0000,0.3333,0.5714,0.7500,1.0000
Month,Browser Patch Minor,OS Name,120.0000,0.0711,0.0403,0.0134,0.0410,0.0653,0.0931,0.1946
Month,Browser Patch Minor,OS Version,526.0000,0.2015,0.1924,0.0000,0.0694,0.1429,0.2609,1.0000
Month,Browser Patch Minor,OS Version Minor,336.0000,0.1478,0.1071,0.0000,0.0667,0.1283,0.1931,0.6250
Month,Browser Patch Minor,OS Version Patch,264.0000,0.1460,0.0896,0.0000,0.0815,0.1371,0.1939,0.6667
Month,Browser Patch Minor,Device Brand,84.0000,0.1107,0.1827,0.0000,0.0236,0.0515,0.0922,1.0000
Month,Browser Patch Minor,Device Model,168.0000,0.1302,0.1436,0.0000,0.0482,0.0929,0.1569,1.0000
Month,Browser Patch Minor,Device Type,168.0000,0.1302,0.1436,0.0000,0.0482,0.0929,0.1569,1.0000
Month,Browser Patch Minor,Packet Bin,72.0000,0.0539,0.0357,0.0028,0.0322,0.0473,0.0732,0.1641
Month,Browser Patch Minor,Global Source IP,48.0000,0.2657,0.3230,0.0000,0.0231,0.0700,0.4375,1.0000
Month,Browser Patch Minor,Global Destination IP,47.0000,0.2253,0.2465,0.0000,0.0241,0.0739,0.4308,0.7500
Month,Browser Patch Minor,Is Proxy,48.0000,0.0424,0.0265,0.0056,0.0241,0.0382,0.0511,0.1342
Month,OS Name,OS Version,396.0000,0.1644,0.1611,0.0000,0.0638,0.1192,0.2011,1.0000
Month,OS Name,OS Version Minor,276.0000,0.1567,0.1585,0.0000,0.0640,0.1145,0.1833,1.0000
Month,OS Name,OS Version Patch,348.0000,0.1787,0.1427,0.0000,0.0811,0.1429,0.2332,0.8889
Month,OS Name,OS Version Patch Minor,60.0000,0.0466,0.0272,0.0034,0.0275,0.0415,0.0634,0.1273
Month,OS Name,Device Brand,98.0000,0.2173,0.3261,0.0000,0.0312,0.0543,0.1568,1.0000
Month,OS Name,Device Model,134.0000,0.1942,0.2832,0.0000,0.0434,0.0769,0.1547,1.0000
Month,OS Name,Device Type,134.0000,0.1942,0.2832,0.0000,0.0434,0.0769,0.1547,1.0000
Month,OS Name,Packet Bin,180.0000,0.0795,0.0472,0.0061,0.0453,0.0695,0.1013,0.3034
Month,OS Name,Global Source IP,116.0000,0.3527,0.3890,0.0000,0.0380,0.0823,0.6667,1.0000
Month,OS Name,Global Destination IP,116.0000,0.3522,0.3721,0.0000,0.0393,0.1133,0.6667,1.0000
Month,OS Name,Is Proxy,120.0000,0.0632,0.0353,0.0077,0.0401,0.0544,0.0803,0.1786
Month,OS Version,OS Version Minor,612.0000,0.2082,0.2117,0.0000,0.0769,0.1349,0.2460,1.0000
Month,OS Version,OS Version Patch,708.0000,0.2497,0.2265,0.0000,0.0918,0.1765,0.3333,1.0000
Month,OS Version,OS Version Patch Minor,264.0000,0.1203,0.1253,0.0000,0.0531,0.0833,0.1443,1.0000
Month,OS Version,Device Brand,420.0000,0.2189,0.2488,0.0000,0.0664,0.1277,0.2500,1.0000
Month,OS Version,Device Model,564.0000,0.2450,0.2323,0.0000,0.0815,0.1667,0.3333,1.0000
Month,OS Version,Device Type,564.0000,0.2450,0.2323,0.0000,0.0815,0.1667,0.3333,1.0000
Month,OS Version,Packet Bin,783.0000,0.2164,0.1924,0.0000,0.0909,0.1600,0.2620,1.0000
Month,OS Version,Global Source IP,383.0000,0.3604,0.3905,0.0000,0.0674,0.1373,0.6667,1.0000
Month,OS Version,Global Destination IP,367.0000,0.3268,0.3685,0.0000,0.0654,0.1250,0.5000,1.0000
Month,OS Version,Is Proxy,526.0000,0.1713,0.1623,0.0000,0.0711,0.1257,0.2074,1.0000
Month,OS Version Minor,OS Version Patch,1388.0000,0.4075,0.2572,0.0000,0.2000,0.3333,0.6000,1.0000
Month,OS Version Minor,OS Version Patch Minor,168.0000,0.1005,0.0694,0.0000,0.0475,0.0873,0.1337,0.4194
Month,OS Version Minor,Device Brand,292.0000,0.2159,0.2595,0.0000,0.0714,0.1250,0.2097,1.0000
Month,OS Version Minor,Device Model,410.0000,0.2276,0.2385,0.0000,0.0871,0.1452,0.2500,1.0000
Month,OS Version Minor,Device Type,410.0000,0.2276,0.2385,0.0000,0.0871,0.1452,0.2500,1.0000
Month,OS Version Minor,Packet Bin,504.0000,0.1959,0.1317,0.0000,0.1000,0.1752,0.2593,0.8571
Month,OS Version Minor,Global Source IP,234.0000,0.3043,0.3632,0.0000,0.0618,0.1197,0.4107,1.0000
Month,OS Version Minor,Global Destination IP,239.0000,0.3123,0.3621,0.0053,0.0672,0.1250,0.5000,1.0000
Month,OS Version Minor,Is Proxy,336.0000,0.1549,0.0949,0.0000,0.0859,0.1389,0.2222,0.5625
Month,OS Version Patch,OS Version Patch Minor,132.0000,0.0968,0.0598,0.0068,0.0526,0.0880,0.1337,0.2857
Month,OS Version Patch,Device Brand,279.0000,0.2301,0.2510,0.0000,0.0760,0.1404,0.2678,1.0000
Month,OS Version Patch,Device Model,555.0000,0.2903,0.2526,0.0000,0.1148,0.2000,0.3750,1.0000
Month,OS Version Patch,Device Type,555.0000,0.2903,0.2526,0.0000,0.1148,0.2000,0.3750,1.0000
Month,OS Version Patch,Packet Bin,396.0000,0.1836,0.1263,0.0000,0.0899,0.1634,0.2500,0.6667
Month,OS Version Patch,Global Source IP,186.0000,0.2943,0.3558,0.0080,0.0641,0.1219,0.3058,1.0000
Month,OS Version Patch,Global Destination IP,195.0000,0.3237,0.3698,0.0000,0.0707,0.1290,0.5000,1.0000
Month,OS Version Patch,Is Proxy,264.0000,0.1379,0.0913,0.0000,0.0630,0.1228,0.2000,0.4667
Month,OS Version Patch Minor,Device Brand,48.0000,0.1399,0.2358,0.0000,0.0203,0.0440,0.0894,1.0000
Month,OS Version Patch Minor,Device Model,96.0000,0.1271,0.1725,0.0000,0.0414,0.0758,0.1203,1.0000
Month,OS Version Patch Minor,Device Type,96.0000,0.1271,0.1725,0.0000,0.0414,0.0758,0.1203,1.0000
Month,OS Version Patch Minor,Global Destination IP,24.0000,0.1707,0.1819,0.0045,0.0213,0.0623,0.2975,0.6000
Month,Device Brand,Device Model,96.0000,0.1271,0.1725,0.0000,0.0414,0.0758,0.1203,1.0000
Month,Device Brand,Device Type,96.0000,0.1271,0.1725,0.0000,0.0414,0.0758,0.1203,1.0000
Month,Device Brand,Packet Bin,139.0000,0.2119,0.3025,0.0032,0.0437,0.0664,0.1546,1.0000
Month,Device Brand,Global Source IP,84.0000,0.2963,0.3213,0.0000,0.0320,0.1714,0.5000,1.0000
Month,Device Brand,Global Destination IP,84.0000,0.3359,0.3499,0.0000,0.0377,0.1714,0.6667,1.0000
Month,Device Brand,Is Proxy,92.0000,0.1727,0.2663,0.0000,0.0341,0.0523,0.0951,1.0000
Month,Device Model,Device Type,96.0000,0.1271,0.1725,0.0000,0.0414,0.0758,0.1203,1.0000
Month,Device Model,Packet Bin,283.0000,0.2061,0.2343,0.0000,0.0596,0.1176,0.2500,1.0000
Month,Device Model,Global Source IP,156.0000,0.3567,0.3755,0.0000,0.0561,0.1350,0.6667,1.0000
Month,Device Model,Global Destination IP,156.0000,0.3530,0.3647,0.0000,0.0530,0.1395,0.6667,1.0000
Month,Device Model,Is Proxy,188.0000,0.1577,0.1948,0.0000,0.0515,0.0931,0.1571,1.0000
Month,Device Type,Packet Bin,283.0000,0.2061,0.2343,0.0000,0.0596,0.1176,0.2500,1.0000
Month,Device Type,Global Source IP,156.0000,0.3567,0.3755,0.0000,0.0561,0.1350,0.6667,1.0000
Month,Device Type,Global Destination IP,156.0000,0.3530,0.3647,0.0000,0.0530,0.1395,0.6667,1.0000
Month,Device Type,Is Proxy,188.0000,0.1577,0.1948,0.0000,0.0515,0.0931,0.1571,1.0000
Month,Packet Bin,Global Source IP,72.0000,0.2775,0.3148,0.0000,0.0294,0.0705,0.5519,1.0000
Month,Packet Bin,Global Destination IP,72.0000,0.2844,0.3259,0.0000,0.0265,0.0562,0.5179,1.0000
Month,Packet Bin,Is Proxy,72.0000,0.0446,0.0226,0.0021,0.0283,0.0445,0.0569,0.1134
Month,Global Source IP,Global Destination IP,36.0000,0.1995,0.1710,0.0038,0.0309,0.1847,0.3177,0.6000
Month,Global Source IP,Is Proxy,48.0000,0.2002,0.2348,0.0000,0.0279,0.0475,0.3409,0.8000
Month,Global Destination IP,Is Proxy,48.0000,0.2163,0.2594,0.0000,0.0278,0.0455,0.3812,0.8333
Day,Hour,DayOfWeek,5204.0000,0.3752,0.2150,0.0000,0.2222,0.3333,0.5000,1.0000
Day,Hour,IsWeekend,1488.0000,0.2081,0.1288,0.0000,0.1141,0.1818,0.2778,0.8571
Day,Hour,Browser Name,6366.0000,0.4813,0.2947,0.0000,0.2500,0.4444,0.6667,1.0000
Day,Hour,Browser Patch Minor,1488.0000,0.2277,0.1518,0.0000,0.1111,0.1980,0.3000,0.8571
Day,Hour,OS Name,3702.0000,0.3494,0.2259,0.0000,0.2000,0.3000,0.5000,1.0000
Day,Hour,OS Version Patch Minor,744.0000,0.1315,0.0719,0.0000,0.0769,0.1226,0.1741,0.4286
Day,Hour,Device Brand,2292.0000,0.3006,0.2271,0.0000,0.1481,0.2407,0.3750,1.0000
Day,Hour,Device Model,4656.0000,0.5183,0.3284,0.0000,0.2374,0.5000,0.7500,1.0000
Day,Hour,Device Type,4656.0000,0.5183,0.3284,0.0000,0.2374,0.5000,0.7500,1.0000
Day,Hour,Packet Bin,2232.0000,0.2426,0.1429,0.0000,0.1333,0.2222,0.3333,1.0000
Day,Hour,Global Source IP,908.0000,0.2838,0.3325,0.0000,0.0893,0.1450,0.2353,1.0000
Day,Hour,Global Destination IP,901.0000,0.2757,0.3258,0.0000,0.0882,0.1429,0.2353,1.0000
Day,Hour,Is Proxy,1488.0000,0.1893,0.1002,0.0000,0.1143,0.1765,0.2500,0.6154
Day,Minute,IsWeekend,3716.0000,0.3423,0.2171,0.0000,0.1905,0.3000,0.4706,1.0000
Day,Minute,Browser Patch Minor,3692.0000,0.3751,0.2549,0.0000,0.2000,0.3077,0.5000,1.0000
Day,Minute,OS Name,8754.0000,0.5548,0.3059,0.0000,0.2857,0.5000,0.7500,1.0000
Day,Minute,OS Version Patch Minor,1860.0000,0.2176,0.1195,0.0000,0.1290,0.2000,0.2941,0.7222
Day,Minute,Device Brand,5490.0000,0.4529,0.2875,0.0000,0.2308,0.4000,0.6667,1.0000
Day,Minute,Packet Bin,5553.0000,0.4071,0.2442,0.0000,0.2222,0.3636,0.5714,1.0000
Day,Minute,Global Source IP,2030.0000,0.2819,0.2424,0.0000,0.1333,0.2143,0.3333,1.0000
Day,Minute,Global Destination IP,2027.0000,0.2817,0.2419,0.0000,0.1333,0.2143,0.3333,1.0000
Day,Minute,Is Proxy,3720.0000,0.3133,0.1733,0.0000,0.1818,0.3000,0.4286,1.0000
Day,Second,IsWeekend,3715.0000,0.3406,0.2219,0.0000,0.1863,0.2941,0.4545,1.0000
Day,Second,Browser Patch Minor,3694.0000,0.3715,0.2551,0.0000,0.1875,0.3000,0.5000,1.0000
Day,Second,OS Name,8773.0000,0.5553,0.3069,0.0000,0.3000,0.5000,0.7500,1.0000
Day,Second,OS Version Patch Minor,1860.0000,0.2074,0.1168,0.0000,0.1237,0.1905,0.2778,0.7333
Day,Second,Device Brand,5493.0000,0.4536,0.2917,0.0000,0.2222,0.4000,0.6667,1.0000
Day,Second,Packet Bin,5565.0000,0.4039,0.2412,0.0000,0.2222,0.3636,0.5455,1.0000
Day,Second,Global Source IP,2035.0000,0.2749,0.2464,0.0000,0.1304,0.2083,0.3125,1.0000
Day,Second,Global Destination IP,2026.0000,0.2712,0.2410,0.0000,0.1304,0.2083,0.3077,1.0000
Day,Second,Is Proxy,3720.0000,0.3038,0.1743,0.0000,0.1667,0.2778,0.4000,1.0000
Day,DayOfWeek,IsWeekend,217.0000,0.0740,0.0420,0.0052,0.0426,0.0685,0.0989,0.2604
Day,DayOfWeek,Browser Name,1951.0000,0.2622,0.1814,0.0000,0.1333,0.2222,0.3333,1.0000
Day,DayOfWeek,Browser Patch Minor,434.0000,0.1202,0.0721,0.0000,0.0690,0.1061,0.1538,0.4000
Day,DayOfWeek,OS Name,1085.0000,0.1864,0.1138,0.0000,0.1000,0.1667,0.2500,0.8333
Day,DayOfWeek,OS Version,4331.0000,0.4514,0.2915,0.0000,0.2222,0.4000,0.6667,1.0000
Day,DayOfWeek,OS Version Minor,2953.0000,0.4759,0.3063,0.0000,0.2308,0.5000,0.6667,1.0000
Day,DayOfWeek,OS Version Patch,2328.0000,0.4676,0.2980,0.0000,0.2222,0.5000,0.6667,1.0000
Day,DayOfWeek,OS Version Patch Minor,217.0000,0.0740,0.0420,0.0052,0.0426,0.0685,0.0989,0.2604
Day,DayOfWeek,Device Brand,706.0000,0.2106,0.2346,0.0000,0.0833,0.1408,0.2240,1.0000
Day,DayOfWeek,Device Model,1549.0000,0.3421,0.2808,0.0000,0.1304,0.2500,0.5000,1.0000
Day,DayOfWeek,Device Type,1549.0000,0.3421,0.2808,0.0000,0.1304,0.2500,0.5000,1.0000
Day,DayOfWeek,Packet Bin,651.0000,0.1336,0.0732,0.0000,0.0784,0.1200,0.1754,0.4583
Day,DayOfWeek,Is Proxy,434.0000,0.1048,0.0551,0.0000,0.0617,0.1020,0.1392,0.3333
Day,IsWeekend,Browser Name,558.0000,0.1467,0.1081,0.0000,0.0728,0.1226,0.2000,1.0000
Day,IsWeekend,Browser Patch Minor,124.0000,0.0701,0.0511,0.0013,0.0358,0.0607,0.0857,0.2535
Day,IsWeekend,OS Name,310.0000,0.1120,0.0742,0.0044,0.0575,0.0976,0.1505,0.4878
Day,IsWeekend,OS Version,1333.0000,0.2891,0.2409,0.0000,0.1290,0.2174,0.3667,1.0000
Day,IsWeekend,OS Version Minor,868.0000,0.2724,0.2127,0.0000,0.1250,0.2143,0.3750,1.0000
Day,IsWeekend,OS Version Patch,681.0000,0.2613,0.1902,0.0000,0.1250,0.2222,0.3571,1.0000
Day,IsWeekend,OS Version Patch Minor,62.0000,0.0441,0.0277,0.0050,0.0223,0.0384,0.0607,0.1146
Day,IsWeekend,Device Brand,223.0000,0.2095,0.2907,0.0000,0.0482,0.0920,0.1697,1.0000
Day,IsWeekend,Device Model,470.0000,0.2352,0.2453,0.0000,0.0790,0.1524,0.2727,1.0000
Day,IsWeekend,Device Type,470.0000,0.2352,0.2453,0.0000,0.0790,0.1524,0.2727,1.0000
Day,IsWeekend,Packet Bin,186.0000,0.0783,0.0462,0.0081,0.0427,0.0744,0.1041,0.2308
Day,IsWeekend,Global Source IP,118.0000,0.3579,0.3824,0.0000,0.0380,0.1000,0.6667,1.0000
Day,IsWeekend,Global Destination IP,111.0000,0.2515,0.3111,0.0000,0.0289,0.0676,0.5000,1.0000
Day,IsWeekend,Is Proxy,124.0000,0.0669,0.0386,0.0023,0.0372,0.0633,0.0905,0.1875
Day,Browser Name,Browser Minor,3248.0000,0.5559,0.3279,0.0000,0.2500,0.5000,0.8333,1.0000
Day,Browser Name,Browser Patch Minor,279.0000,0.0977,0.0639,0.0000,0.0505,0.0833,0.1310,0.3611
Day,Browser Name,OS Name,496.0000,0.1210,0.0692,0.0000,0.0709,0.1111,0.1600,0.3673
Day,Browser Name,OS Version,2914.0000,0.3981,0.2780,0.0000,0.1933,0.3333,0.5714,1.0000
Day,Browser Name,OS Version Minor,1643.0000,0.3339,0.2367,0.0000,0.1506,0.2857,0.4444,1.0000
Day,Browser Name,OS Version Patch,1856.0000,0.3928,0.2722,0.0000,0.2000,0.3333,0.5455,1.0000
Day,Browser Name,OS Version Patch Minor,279.0000,0.0977,0.0639,0.0000,0.0505,0.0833,0.1310,0.3611
Day,Browser Name,Device Brand,569.0000,0.2279,0.2540,0.0000,0.0805,0.1333,0.2439,1.0000
Day,Browser Name,Device Model,693.0000,0.2437,0.2431,0.0000,0.0893,0.1579,0.2857,1.0000
Day,Browser Name,Device Type,693.0000,0.2437,0.2431,0.0000,0.0893,0.1579,0.2857,1.0000
Day,Browser Name,Packet Bin,837.0000,0.1800,0.1331,0.0000,0.0886,0.1449,0.2308,0.8750
Day,Browser Name,Global Source IP,410.0000,0.3535,0.3946,0.0000,0.0657,0.1287,0.9375,1.0000
Day,Browser Name,Is Proxy,558.0000,0.1392,0.0915,0.0000,0.0769,0.1115,0.1858,0.6111
Day,Browser Version,OS Version Patch Minor,1954.0000,0.3840,0.2592,0.0000,0.2000,0.3333,0.5000,1.0000
Day,Browser Version,Global Source IP,2106.0000,0.4240,0.2927,0.0000,0.2000,0.3750,0.6000,1.0000
Day,Browser Version,Global Destination IP,2101.0000,0.4234,0.2905,0.0000,0.2000,0.3750,0.6000,1.0000
Day,Browser Version,Is Proxy,3722.0000,0.5372,0.3192,0.0000,0.2500,0.5000,0.7500,1.0000
Day,Browser Patch Minor,OS Name,310.0000,0.1103,0.0674,0.0000,0.0596,0.0979,0.1480,0.3500
Day,Browser Patch Minor,OS Version,1337.0000,0.3186,0.2664,0.0000,0.1220,0.2439,0.4444,1.0000
Day,Browser Patch Minor,OS Version Minor,867.0000,0.2638,0.1924,0.0000,0.1304,0.2174,0.3333,1.0000
Day,Browser Patch Minor,OS Version Patch,682.0000,0.2465,0.1730,0.0000,0.1179,0.2222,0.3333,1.0000
Day,Browser Patch Minor,OS Version Patch Minor,62.0000,0.0415,0.0253,0.0000,0.0245,0.0351,0.0530,0.1231
Day,Browser Patch Minor,Device Brand,213.0000,0.1645,0.2275,0.0000,0.0472,0.0901,0.1471,1.0000
Day,Browser Patch Minor,Device Model,430.0000,0.2049,0.1986,0.0000,0.0771,0.1443,0.2500,1.0000
Day,Browser Patch Minor,Device Type,430.0000,0.2049,0.1986,0.0000,0.0771,0.1443,0.2500,1.0000
Day,Browser Patch Minor,Packet Bin,186.0000,0.0796,0.0571,0.0000,0.0414,0.0648,0.1028,0.3393
Day,Browser Patch Minor,Global Source IP,115.0000,0.3289,0.3664,0.0000,0.0335,0.0800,0.6667,1.0000
Day,Browser Patch Minor,Global Destination IP,121.0000,0.3426,0.3870,0.0000,0.0306,0.0800,0.6667,1.0000
Day,Browser Patch Minor,Is Proxy,124.0000,0.0638,0.0402,0.0054,0.0342,0.0576,0.0822,0.1983
Day,OS Name,OS Version,1009.0000,0.2748,0.2462,0.0000,0.1053,0.1957,0.3333,1.0000
Day,OS Name,OS Version Minor,705.0000,0.2463,0.2156,0.0000,0.1053,0.1852,0.3000,1.0000
Day,OS Name,OS Version Patch,894.0000,0.2901,0.2379,0.0000,0.1176,0.2308,0.3750,1.0000
Day,OS Name,OS Version Patch Minor,155.0000,0.0737,0.0417,0.0017,0.0410,0.0632,0.0983,0.1959
Day,OS Name,Device Brand,235.0000,0.2547,0.3498,0.0000,0.0485,0.0938,0.1979,1.0000
Day,OS Name,Device Model,328.0000,0.2369,0.3032,0.0000,0.0626,0.1150,0.2233,1.0000
Day,OS Name,Device Type,328.0000,0.2369,0.3032,0.0000,0.0626,0.1150,0.2233,1.0000
Day,OS Name,Packet Bin,465.0000,0.1293,0.0828,0.0000,0.0690,0.1154,0.1646,0.6154
Day,OS Name,Is Proxy,310.0000,0.1034,0.0632,0.0039,0.0570,0.0924,0.1338,0.4250
Day,OS Version,OS Version Minor,1529.0000,0.3223,0.2760,0.0000,0.1282,0.2258,0.4348,1.0000
Day,OS Version,OS Version Patch,1747.0000,0.3843,0.3095,0.0000,0.1429,0.2727,0.5000,1.0000
Day,OS Version,OS Version Patch Minor,677.0000,0.1980,0.1810,0.0000,0.0861,0.1467,0.2432,1.0000
Day,OS Version,Device Brand,1034.0000,0.3128,0.2891,0.0000,0.1083,0.2043,0.4000,1.0000
Day,OS Version,Device Model,1398.0000,0.3699,0.2969,0.0000,0.1403,0.2500,0.5000,1.0000
Day,OS Version,Device Type,1398.0000,0.3699,0.2969,0.0000,0.1403,0.2500,0.5000,1.0000
Day,OS Version,Packet Bin,1974.0000,0.3313,0.2596,0.0000,0.1429,0.2500,0.4545,1.0000
Day,OS Version,Global Source IP,825.0000,0.3314,0.3355,0.0000,0.0957,0.1884,0.4167,1.0000
Day,OS Version,Global Destination IP,817.0000,0.3210,0.3270,0.0000,0.0962,0.1875,0.3846,1.0000
Day,OS Version,Is Proxy,1339.0000,0.2680,0.2266,0.0000,0.1209,0.2000,0.3333,1.0000
Day,OS Version Minor,OS Version Patch Minor,434.0000,0.1703,0.1158,0.0000,0.0833,0.1481,0.2395,0.7143
Day,OS Version Minor,Device Brand,715.0000,0.2766,0.2560,0.0000,0.1154,0.2000,0.3207,1.0000
Day,OS Version Minor,Device Model,1014.0000,0.3161,0.2653,0.0000,0.1364,0.2386,0.4000,1.0000
Day,OS Version Minor,Device Type,1014.0000,0.3161,0.2653,0.0000,0.1364,0.2386,0.4000,1.0000
Day,OS Version Minor,Packet Bin,1300.0000,0.3155,0.2266,0.0000,0.1429,0.2500,0.4286,1.0000
Day,OS Version Minor,Global Source IP,530.0000,0.2891,0.2936,0.0000,0.1000,0.1818,0.3304,1.0000
Day,OS Version Minor,Global Destination IP,535.0000,0.2993,0.3089,0.0000,0.0968,0.1795,0.3333,1.0000
Day,OS Version Minor,Is Proxy,868.0000,0.2495,0.1701,0.0000,0.1250,0.2143,0.3333,1.0000
Day,OS Version Patch,OS Version Patch Minor,341.0000,0.1666,0.1103,0.0000,0.0781,0.1522,0.2333,0.7273
Day,OS Version Patch,Device Brand,688.0000,0.3161,0.2913,0.0000,0.1053,0.2185,0.4000,1.0000
Day,OS Version Patch,Device Model,1352.0000,0.4252,0.3157,0.0000,0.1765,0.3333,0.6667,1.0000
Day,OS Version Patch,Device Type,1352.0000,0.4252,0.3157,0.0000,0.1765,0.3333,0.6667,1.0000
Day,OS Version Patch,Packet Bin,1022.0000,0.3139,0.2206,0.0000,0.1429,0.2632,0.4444,1.0000
Day,OS Version Patch,Global Source IP,418.0000,0.2870,0.2927,0.0000,0.0952,0.1835,0.3150,1.0000
Day,OS Version Patch,Global Destination IP,432.0000,0.3121,0.3215,0.0000,0.0964,0.1875,0.3333,1.0000
Day,OS Version Patch,Is Proxy,682.0000,0.2390,0.1563,0.0000,0.1154,0.2205,0.3333,0.8571
Day,OS Version Patch Minor,Device Brand,120.0000,0.2000,0.2948,0.0000,0.0362,0.0609,0.1558,1.0000
Day,OS Version Patch Minor,Device Model,244.0000,0.1842,0.2202,0.0000,0.0563,0.1095,0.2105,1.0000
Day,OS Version Patch Minor,Device Type,244.0000,0.1842,0.2202,0.0000,0.0563,0.1095,0.2105,1.0000
Day,OS Version Patch Minor,Packet Bin,93.0000,0.0516,0.0297,0.0055,0.0310,0.0442,0.0677,0.1712
Day,OS Version Patch Minor,Global Source IP,62.0000,0.2489,0.2700,0.0000,0.0272,0.0548,0.5341,0.8333
Day,OS Version Patch Minor,Global Destination IP,62.0000,0.1987,0.2385,0.0000,0.0249,0.0490,0.3333,0.8333
Day,OS Version Patch Minor,Is Proxy,62.0000,0.0420,0.0221,0.0072,0.0251,0.0380,0.0548,0.0987
Day,Device Brand,Device Model,244.0000,0.1842,0.2202,0.0000,0.0563,0.1095,0.2105,1.0000
Day,Device Brand,Device Type,244.0000,0.1842,0.2202,0.0000,0.0563,0.1095,0.2105,1.0000
Day,Device Brand,Packet Bin,328.0000,0.2242,0.3081,0.0000,0.0612,0.1000,0.1818,1.0000
Day,Device Brand,Global Source IP,194.0000,0.4018,0.3789,0.0103,0.0500,0.2500,0.6667,1.0000
Day,Device Brand,Global Destination IP,193.0000,0.3922,0.3896,0.0000,0.0442,0.1667,0.6667,1.0000
Day,Device Brand,Is Proxy,231.0000,0.2348,0.3285,0.0000,0.0474,0.0909,0.1658,1.0000
Day,Device Model,Device Type,244.0000,0.1842,0.2202,0.0000,0.0563,0.1095,0.2105,1.0000
Day,Device Model,Packet Bin,697.0000,0.2672,0.2585,0.0000,0.0952,0.1765,0.3333,1.0000
Day,Device Model,Global Source IP,341.0000,0.3734,0.3745,0.0000,0.0746,0.1750,0.6667,1.0000
Day,Device Model,Global Destination IP,343.0000,0.3716,0.3786,0.0000,0.0686,0.1698,0.6667,1.0000
